ROWID,ORDERID,ORDERDATE,ORDERPRIOTORITY,ORDERQUANTITY,SALES,DISCOUNT,SHIPMODE,PROFIT,UNITPRICE,SHIPPINGCOSTS,CUSTOMERNAME,PROVINCE,REGION,CUSTOMERSEGMENT,PRODUCTCATEGORY,PRODUCTSUBCATEGORY,PRODUCTNAME,PRODUCTCONTAINER,PRODUCTBASEMARGIN,SHIPDATE,DATASET,ORDER_YEAR,ORDER_MONTH,SHIP_YEAR,SHIP_MONTH
1463,10535,2021-05-27,Low,46,80.27,0.09,Regular Air,-0.8374,1.76,0.7,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 326,Wrap Bag,0.5936000000000001,2021-06-03,Superstore,2021,5,2021,6
1495,10789,2020-08-23,Not Specified,15,308.54,0.0,Express Air,81.0052,19.84,4.1,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.4664,2020-08-24,Superstore,2020,8,2020,8
1496,10791,2021-08-19,Not Specified,20,400.57,0.05,Regular Air,93.36,19.98,5.77,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,2021-08-21,Superstore,2021,8,2021,8
1513,10945,2022-01-03,Medium,14,1170.025,0.04,Regular Air,3.6714,95.99,8.99,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,600 Series Flip,Small Box,0.4958999999999999,2022-01-05,Superstore,2022,1,2022,1
1544,11137,2022-11-29,High,48,5188.86,0.1,Regular Air,395.12,111.03,8.64,Allen Rosenblatt,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,0.78,2022-11-30,Superstore,2022,11,2022,11
1551,11202,2022-03-17,Medium,8,339.81,0.05,Regular Air,84.36540000000001,43.41,2.99,Barry Weirich,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box,0.4134,2022-03-18,Superstore,2022,3,2022,3
1589,11456,2020-04-12,Low,15,1519.9,0.09,Regular Air,423.3322,105.34,24.49,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Large Box,0.6466000000000001,2020-04-19,Superstore,2020,4,2020,4
1590,11460,2020-08-24,High,30,102.24,0.09,Regular Air,36.6563,3.69,0.5,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Avery 487,Small Box,0.3686,2020-08-26,Superstore,2020,8,2020,8
1594,11495,2021-07-04,High,6,965.69,0.0,Delivery Truck,-152.852,146.34,43.75,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.6890000000000001,2021-07-05,Superstore,2021,7,2021,7
1654,11911,2020-11-10,Critical,25,397.84,0.0,Regular Air,-12.8325,15.22,9.73,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,"GBC Twin LoopÈ Wire Binding Elements, 9/16"" Spine, Black",Small Box,0.3132,2020-11-12,Superstore,2020,11,2020,11
1655,11941,2020-06-24,Critical,4,73.07,0.08,Regular Air,-43.4706,15.7,11.25,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.636,2020-06-25,Superstore,2020,6,2020,6
1656,11941,2020-06-24,Critical,26,4679.1,0.05,Delivery Truck,118.2112,179.29,29.21,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.7844,2020-06-25,Superstore,2020,6,2020,6
1675,12096,2022-09-19,Medium,46,8009.5925,0.02,Regular Air,2262.428,200.99,8.08,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,5125,Small Box,0.5722999999999999,2022-09-19,Superstore,2022,9,2022,9
1676,12096,2022-09-19,Medium,23,4689.66,0.01,Regular Air,2110.9043,194.3,11.54,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Large Box,0.5722999999999999,2022-09-21,Superstore,2022,9,2022,9
1710,12289,2021-12-24,Low,25,3019.41,0.04,Regular Air,1345.193,120.97,7.11,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,0.3816,2021-12-28,Superstore,2021,12,2021,12
1718,12352,2022-03-23,Medium,5,36.86,0.07,Regular Air,-34.7892,5.81,8.49,Hunter Glantz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.4134,2022-03-24,Superstore,2022,3,2022,3
1727,12419,2021-10-15,Critical,12,22079.47,0.06,Regular Air,5641.468400000001,1938.02,13.99,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Polycom ViewStationÈ Adapter H323 Videoconferencing Unit,Medium Box,0.4028,2021-10-17,Superstore,2021,10,2021,10
1745,12485,2020-08-07,Critical,24,5407.31,0.04,Delivery Truck,1036.4256,226.67,28.16,Eugene Barchas,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Jumbo Drum,0.5722999999999999,2020-08-08,Superstore,2020,8,2020,8
1751,12544,2019-03-03,Low,34,74.3,0.08,Regular Air,-136.7506,2.08,5.33,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,EldonÂ Wave Desk Accessories,Small Box,0.4558,2019-03-10,Superstore,2019,3,2019,3
1770,12704,2020-02-09,Low,44,21506.77,0.06,Regular Air,1260.51,499.99,24.49,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,2020-02-09,Superstore,2020,2,2020,2
1771,12704,2020-02-09,Low,28,669.02,0.02,Delivery Truck,-1274.02,20.98,53.03,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2020-02-11,Superstore,2020,2,2020,2
1781,12771,2019-01-17,Critical,40,1143.49,0.08,Regular Air,-193.44,30.53,19.99,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Small Box,0.39,2019-01-17,Superstore,2019,1,2019,1
1782,12771,2019-01-17,Critical,46,78.08,0.01,Regular Air,-43.1,1.68,1.57,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2019-01-19,Superstore,2019,1,2019,1
1806,12929,2020-08-30,Critical,19,5297.47,0.02,Delivery Truck,-168.4658,270.98,50.0,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,0.8162,2020-08-31,Superstore,2020,8,2020,8
1807,12929,2020-08-30,Critical,20,95.3,0.0,Regular Air,31.460800000000003,4.48,1.22,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.3816,2020-08-31,Superstore,2020,8,2020,8
1842,13280,2019-09-11,High,40,460.68,0.01,Regular Air,-116.76,10.9,7.46,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Crate-A-FilesÈ,Small Box,0.59,2019-09-12,Superstore,2019,9,2019,9
1843,13280,2019-09-11,High,49,318.7585,0.1,Regular Air,-160.95,7.99,5.03,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2019-09-12,Superstore,2019,9,2019,9
1848,13313,2019-07-16,Not Specified,47,1020.61,0.04,Regular Air,-203.3217,21.66,13.99,Skye Norling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Medium Box,0.5044,2019-07-17,Superstore,2019,7,2019,7
1855,13346,2022-11-15,Low,44,268.34,0.09,Regular Air,-255.2798,6.48,8.88,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 224,Small Box,0.3922,2022-11-20,Superstore,2022,11,2022,11
1913,13702,2021-09-10,Low,6,209.0,0.08,Regular Air,12.32,35.44,7.5,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1906,Small Box,0.38,2021-09-14,Superstore,2021,9,2021,9
1928,13795,2021-04-10,Not Specified,30,501.32,0.04,Regular Air,-119.08,15.99,13.18,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,2021-04-13,Superstore,2021,4,2021,4
1929,13795,2021-04-10,Not Specified,23,275.16,0.05,Express Air,43.35,11.34,5.01,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,2021-04-13,Superstore,2021,4,2021,4
1930,13795,2021-04-10,Not Specified,37,1302.99,0.02,Regular Air,545.49,35.44,5.09,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1932,Small Box,0.38,2021-04-11,Superstore,2021,4,2021,4
1978,14116,2021-10-09,High,1,40.1,0.09,Regular Air,-16.07,30.98,11.63,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,0.37,2021-10-11,Superstore,2021,10,2021,10
1979,14116,2021-10-09,High,42,1414.05,0.09,Regular Air,161.48,34.54,14.72,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,2021-10-10,Superstore,2021,10,2021,10
2013,14372,2022-10-23,Critical,34,5350.61,0.09,Delivery Truck,-1122.7520000000002,170.98,60.49,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",Jumbo Box,0.7313999999999999,2022-10-25,Superstore,2022,10,2022,10
2058,14726,2022-01-08,Low,15,310.87,0.07,Regular Air,-18.6876,20.95,4.0,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.522,2022-01-08,Superstore,2022,1,2022,1
2070,14819,2020-01-25,Not Specified,48,9062.73,0.09,Regular Air,3029.0966000000003,207.48,0.99,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.5335,2020-01-27,Superstore,2020,1,2020,1
2071,14819,2020-01-25,Not Specified,27,1584.1,0.07,Delivery Truck,-463.8734,58.14,36.61,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.5917,2020-01-26,Superstore,2020,1,2020,1
2114,15106,2021-01-27,Not Specified,42,283.58,0.03,Regular Air,-13.8031,6.64,4.95,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.3589,2021-01-29,Superstore,2021,1,2021,1
2115,15106,2021-01-27,Not Specified,39,5403.37,0.06,Delivery Truck,920.3263,145.45,17.85,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.5432,2021-01-27,Superstore,2021,1,2021,1
2116,15106,2021-01-27,Not Specified,35,82.15,0.03,Regular Air,-6.1401,2.21,1.12,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,0.5626,2021-01-29,Superstore,2021,1,2021,1
2117,15108,2019-08-27,High,50,2066.16,0.02,Regular Air,372.36,40.99,17.48,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1893,Small Box,0.36,2019-08-29,Superstore,2019,8,2019,8
2129,15205,2021-03-17,Critical,18,4605.36,0.02,Delivery Truck,718.9556,243.98,43.32,Julia West,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.5830000000000001,2021-03-19,Superstore,2021,3,2021,3
2130,15205,2021-03-17,Critical,42,1753.51,0.02,Regular Air,165.0632,39.98,9.2,Julia West,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.6890000000000001,2021-03-18,Superstore,2021,3,2021,3
2161,15591,2022-06-06,Critical,31,426.34,0.0,Regular Air,73.53,12.58,5.16,Brad Eason,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Small Box,0.43,2022-06-08,Superstore,2022,6,2022,6
2206,15907,2021-04-11,High,36,1837.44,0.01,Delivery Truck,-1371.9777,48.58,54.11,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6692999999999999,2021-04-13,Superstore,2021,4,2021,4
2207,15907,2021-04-11,High,36,3722.29,0.04,Express Air,922.1596,105.98,13.99,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.6305,2021-04-14,Superstore,2021,4,2021,4
2208,15907,2021-04-11,High,4,28.05,0.09,Regular Air,-5.2477,7.04,2.17,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Wrap Bag,0.3686,2021-04-12,Superstore,2021,4,2021,4
2209,15937,2022-11-06,Low,32,311.44,0.04,Regular Air,78.5142,9.78,1.99,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,0.4558,2022-11-10,Superstore,2022,11,2022,11
2210,15937,2022-11-06,Low,17,215.65,0.01,Express Air,82.0228,12.22,2.85,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.5830000000000001,2022-11-15,Superstore,2022,11,2022,11
2221,16039,2022-05-16,High,3,121.12,0.1,Regular Air,-115.2554,43.98,1.99,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",Small Pack,0.4268,2022-05-17,Superstore,2022,5,2022,5
2246,16193,2022-04-09,Not Specified,8,300.2,0.0,Regular Air,6.794600000000001,34.76,8.22,Frank Price,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.6042,2022-04-11,Superstore,2022,4,2022,4
2247,16193,2022-04-09,Not Specified,29,1364.8025,0.07,Regular Air,-194.7008,55.99,5.0,Frank Price,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.8798,2022-04-11,Superstore,2022,4,2022,4
2281,16423,2022-08-05,Medium,19,128.21,0.05,Regular Air,-58.4378,6.48,6.57,Bryan Davis,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 20,Small Box,0.3922,2022-08-07,Superstore,2022,8,2022,8
2283,16451,2019-07-22,Not Specified,9,252.79,0.09,Regular Air,61.7238,30.56,2.99,Don Jones,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,SurelockÈ Post Binders,Small Box,0.371,2019-07-23,Superstore,2019,7,2019,7
2294,16545,2020-05-09,Not Specified,10,50.97,0.09,Regular Air,4.45,5.16,0.73,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Pens & Art Supplies,ColorificÂ Watercolor Pencils,Wrap Bag,0.56,2020-05-11,Superstore,2020,5,2020,5
2295,16545,2020-05-09,Not Specified,1,4.99,0.04,Regular Air,-3.06,3.68,1.32,Carlos Soltero,Northwest Territories,Northwest Territories,Small Business,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,2020-05-11,Superstore,2020,5,2020,5
2296,16547,2019-02-18,Not Specified,30,10554.63,0.09,Delivery Truck,1314.665,355.98,58.92,Nicole Hansen,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Hon 4700 Series MobuisÈ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.6784,2019-02-20,Superstore,2019,2,2019,2
2297,16547,2019-02-18,Not Specified,8,1749.64,0.04,Delivery Truck,-565.2238000000001,218.75,69.64,Nicole Hansen,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.8162,2019-02-18,Superstore,2019,2,2019,2
2316,16706,2022-06-27,High,47,1943.72,0.03,Regular Air,-1063.7948,41.47,34.2,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon EconocleatÂ Chair Mats for Low Pile Carpets,Wrap Bag,0.7738,2022-06-28,Superstore,2022,6,2022,6
2317,16706,2022-06-27,High,6,18.37,0.01,Regular Air,-4.303599999999999,2.78,1.2,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.6148,2022-06-28,Superstore,2022,6,2022,6
2318,16706,2022-06-27,High,49,6175.777,0.07,Express Air,1994.4748,155.99,3.9,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,T39m,Small Box,0.5830000000000001,2022-06-29,Superstore,2022,6,2022,6
2323,16741,2020-09-30,Medium,6,157.97,0.01,Regular Air,-42.38,22.84,16.87,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1982,Small Box,0.39,2020-10-01,Superstore,2020,9,2020,10
2346,16932,2020-04-15,Critical,25,144.84,0.09,Regular Air,-105.2613,5.78,8.09,Carlos Soltero,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 1924,Small Box,0.3132,2020-04-16,Superstore,2020,4,2020,4
2347,16932,2020-04-15,Critical,20,127.16,0.09,Regular Air,11.2056,6.7,1.56,Carlos Soltero,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Wrap Bag,0.4524,2020-04-15,Superstore,2020,4,2020,4
2383,17283,2021-09-14,Not Specified,4,5472.12,0.06,Delivery Truck,-2731.8498,1360.14,14.7,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Jumbo Drum,0.5722999999999999,2021-09-15,Superstore,2021,9,2021,9
2384,17286,2020-09-21,High,7,1810.67,0.09,Delivery Truck,-541.87,270.98,50.0,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,0.77,2020-09-22,Superstore,2020,9,2020,9
2402,17409,2020-08-17,Not Specified,31,633.56,0.09,Regular Air,-158.87,20.97,6.5,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,2020-08-19,Superstore,2020,8,2020,8
2445,17764,2019-09-16,Low,27,644.4,0.04,Regular Air,-94.3616,22.84,16.87,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1982,Small Box,0.3783,2019-09-16,Superstore,2019,9,2019,9
2483,18080,2019-06-22,High,7,1211.98,0.1,Delivery Truck,-85.6798,180.98,26.2,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.6254,2019-06-23,Superstore,2019,6,2019,6
2487,18113,2022-08-28,Not Specified,27,3316.08,0.08,Delivery Truck,-447.4584,130.98,30.0,Becky Castell,Northwest Territories,Northwest Territories,Consumer,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.6786,2022-08-30,Superstore,2022,8,2022,8
2489,18144,2021-06-07,Critical,48,207.08,0.09,Regular Air,-139.7292,4.28,5.17,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1971,Small Box,0.424,2021-06-09,Superstore,2021,6,2021,6
2490,18144,2021-06-07,Critical,8,234.28,0.09,Regular Air,-69.3452,28.28,13.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.6148,2021-06-09,Superstore,2021,6,2021,6
2491,18144,2021-06-07,Critical,41,1779.8915,0.09,Regular Air,-265.1802,55.99,5.0,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory6,Small Pack,0.8480000000000001,2021-06-09,Superstore,2021,6,2021,6
2520,18308,2019-10-09,Not Specified,30,114.12,0.05,Regular Air,16.6738,3.8,1.49,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.4028,2019-10-11,Superstore,2019,10,2019,10
2521,18308,2019-10-09,Not Specified,15,436.05,0.09,Regular Air,-98.1348,30.73,4.0,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.795,2019-10-09,Superstore,2019,10,2019,10
2522,18308,2019-10-09,Not Specified,49,5247.4835,0.0,Regular Air,1553.8222,125.99,8.08,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,StarTAC ST7762,Small Box,0.6042,2019-10-10,Superstore,2019,10,2019,10
